Starting ...
cuda
Model properties:  ['affinity', 'tpsas']
Preference properties:  ['affinity']
Building Vocab
{'batch_size': 128, 'd_model': 512, 'n_heads': 8, 'n_layers': 6, 'hidden_units': 512, 'lr': 1e-05, 'epochs': 265, 'properties': ['affinity', 'logps', 'qeds', 'sas', 'tpsas'], 'model_properties': ['affinity', 'tpsas'], 'run_name': 'LCK_DOCKSTRING_FAST_ACTUAL_affinity_tpsas'}
length of preference data : 41795
Sample preference_data[0]: ['O1C(C(=O)N2CCN(CC2)C3=CC=C(N(=O)=O)C=C3)=C(C=4C1=CC=CC4)C', array([0.47959185, 0.53255087, 0.54797947, 0.15855041, 0.16055913]), [np.str_('O1C(=NC2=C(C1=O)C=CC=C2)C3=C(C(=O)NCCC4=CC=CC=C4)C=CC(OC)=C3'), np.float64(0.9873459430403937), array([0.52040816, 0.54211667, 0.55725834, 0.15815913, 0.16377715])], [np.str_('O1C(=NC2=C(C1=O)C=CC=C2)C3=CC(OC(=O)C=4C=CC=CC4)=C(OC)C=C3'), np.float64(0.9574398041990725), array([0.43877551, 0.55263869, 0.41284505, 0.14420153, 0.15814562])]]
LCK_DOCKSTRING_FAST_ACTUAL_affinity_tpsas
len(target_smiles): 41800
len(data): 41800
LCK_DOCKSTRING_FAST_ACTUAL_affinity_tpsas
Loading affinity-only preference data from: ../checkpoints/LCK_DOCKSTRING_FAST_ACTUAL_affinity_logps_qeds_sas_tpsas/PreferenceData_affinity.pkl
dataset built
cuda
True
2.7.1+cu118
No of GPUs available 4
No of GPUs available 4
{'batch_size': 128, 'd_model': 512, 'n_heads': 8, 'n_layers': 6, 'hidden_units': 512, 'lr': 1e-05, 'epochs': 10, 'model_properties': ['affinity', 'tpsas'], 'preference_properties': ['affinity'], 'ipo': False, 'run_name': 'DPO_Finetuning_BETA_0.11_epochs_10_LCK_DOCKSTRING_FAST_ACTUAL_affinity_tpsas_DPO_pref_affinity', 'beta': 0.11}
Temperature:  0.5
Sampling: iteration: 0/51
{'Validity': 0.99609375, 'Novelty': 1.0, 'Uniqueness': 0.996078431372549}
Training Epoch: 0 | iteration: 0/262 | Loss: 1.0216383934020996
Training Epoch: 0 | iteration: 1/262 | Loss: 0.9336475133895874
Training Epoch: 0 | iteration: 2/262 | Loss: 0.9506531953811646
Training Epoch: 0 | iteration: 3/262 | Loss: 0.9528887271881104
Training Epoch: 0 | iteration: 4/262 | Loss: 0.9300087094306946
Training Epoch: 0 | iteration: 5/262 | Loss: 0.9377349615097046
Training Epoch: 0 | iteration: 6/262 | Loss: 0.8895305395126343
Training Epoch: 0 | iteration: 7/262 | Loss: 0.799234926700592
Training Epoch: 0 | iteration: 8/262 | Loss: 0.8603264689445496
Training Epoch: 0 | iteration: 9/262 | Loss: 0.9766194820404053
Training Epoch: 0 | iteration: 10/262 | Loss: 1.0017955303192139
Training Epoch: 0 | iteration: 11/262 | Loss: 0.9272040128707886
Training Epoch: 0 | iteration: 12/262 | Loss: 0.898357629776001
Training Epoch: 0 | iteration: 13/262 | Loss: 0.9288209080696106
Training Epoch: 0 | iteration: 14/262 | Loss: 0.8404661417007446
Training Epoch: 0 | iteration: 15/262 | Loss: 1.0137660503387451
Training Epoch: 0 | iteration: 16/262 | Loss: 0.952286958694458
Training Epoch: 0 | iteration: 17/262 | Loss: 0.8289235234260559
Training Epoch: 0 | iteration: 18/262 | Loss: 0.9594689607620239
Training Epoch: 0 | iteration: 19/262 | Loss: 0.9007806777954102
Training Epoch: 0 | iteration: 20/262 | Loss: 0.8001880645751953
Training Epoch: 0 | iteration: 21/262 | Loss: 1.0439532995224
Training Epoch: 0 | iteration: 22/262 | Loss: 0.9961091876029968
Training Epoch: 0 | iteration: 76/262 | Loss: 0.9208757281303406
Training Epoch: 0 | iteration: 77/262 | Loss: 0.9094825387001038
Training Epoch: 0 | iteration: 78/262 | Loss: 0.8590954542160034
Training Epoch: 0 | iteration: 79/262 | Loss: 0.8805326223373413
Training Epoch: 0 | iteration: 80/262 | Loss: 0.9627223014831543
Training Epoch: 0 | iteration: 81/262 | Loss: 0.941875696182251
Training Epoch: 0 | iteration: 82/262 | Loss: 0.8817137479782104
Training Epoch: 0 | iteration: 83/262 | Loss: 0.9795290231704712
Training Epoch: 0 | iteration: 84/262 | Loss: 0.9181822538375854
Training Epoch: 0 | iteration: 85/262 | Loss: 0.8785828351974487
Training Epoch: 0 | iteration: 86/262 | Loss: 0.9675955772399902
Training Epoch: 0 | iteration: 87/262 | Loss: 0.8670169115066528
Training Epoch: 0 | iteration: 88/262 | Loss: 0.8305139541625977
Training Epoch: 0 | iteration: 89/262 | Loss: 0.9296237826347351
Training Epoch: 0 | iteration: 90/262 | Loss: 0.8414945602416992
Training Epoch: 0 | iteration: 91/262 | Loss: 0.8649019002914429
Training Epoch: 0 | iteration: 92/262 | Loss: 0.9035020470619202
Training Epoch: 0 | iteration: 93/262 | Loss: 0.9354913830757141
Training Epoch: 0 | iteration: 94/262 | Loss: 0.9571281671524048
Training Epoch: 0 | iteration: 95/262 | Loss: 0.9483227133750916
Training Epoch: 0 | iteration: 96/262 | Loss: 0.8868573904037476
Training Epoch: 0 | iteration: 97/262 | Loss: 0.8727968335151672
Training Epoch: 0 | iteration: 98/262 | Loss: 0.8419176340103149
Training Epoch: 0 | iteration: 99/262 | Loss: 0.8522363901138306
Training Epoch: 0 | iteration: 100/262 | Loss: 0.8256592154502869
Training Epoch: 0 | iteration: 101/262 | Loss: 0.8221117854118347
Training Epoch: 0 | iteration: 102/262 | Loss: 0.9078197479248047
Training Epoch: 0 | iteration: 103/262 | Loss: 0.7536836862564087
Training Epoch: 0 | iteration: 104/262 | Loss: 0.8671936392784119
Training Epoch: 0 | iteration: 105/262 | Loss: 0.8540037870407104
Training Epoch: 0 | iteration: 106/262 | Loss: 0.9038223028182983
Training Epoch: 0 | iteration: 107/262 | Loss: 0.8318190574645996
Training Epoch: 0 | iteration: 108/262 | Loss: 0.9685010313987732
Training Epoch: 0 | iteration: 109/262 | Loss: 0.9574170112609863
Training Epoch: 0 | iteration: 110/262 | Loss: 0.9025558233261108
Training Epoch: 0 | iteration: 111/262 | Loss: 0.7592970728874207
Training Epoch: 0 | iteration: 112/262 | Loss: 0.8503228425979614
Training Epoch: 0 | iteration: 113/262 | Loss: 0.769281268119812
Training Epoch: 0 | iteration: 114/262 | Loss: 0.9174914360046387
Training Epoch: 0 | iteration: 115/262 | Loss: 0.8884472846984863
Training Epoch: 0 | iteration: 116/262 | Loss: 0.7959427833557129
Training Epoch: 0 | iteration: 117/262 | Loss: 0.9121901988983154
Training Epoch: 0 | iteration: 118/262 | Loss: 0.8998069763183594
Training Epoch: 0 | iteration: 119/262 | Loss: 0.8732609152793884
Training Epoch: 0 | iteration: 120/262 | Loss: 0.8906410932540894
Training Epoch: 0 | iteration: 121/262 | Loss: 0.7737467288970947
Training Epoch: 0 | iteration: 122/262 | Loss: 0.9310189485549927
Training Epoch: 0 | iteration: 123/262 | Loss: 0.8184235095977783
Training Epoch: 0 | iteration: 124/262 | Loss: 0.8165866136550903
Training Epoch: 0 | iteration: 125/262 | Loss: 0.9471126794815063
Training Epoch: 0 | iteration: 126/262 | Loss: 0.8930724859237671
Training Epoch: 0 | iteration: 127/262 | Loss: 0.8354697227478027
Training Epoch: 0 | iteration: 128/262 | Loss: 0.8615875244140625
Training Epoch: 0 | iteration: 129/262 | Loss: 0.9093530178070068
Training Epoch: 0 | iteration: 130/262 | Loss: 0.8697130680084229
Training Epoch: 0 | iteration: 131/262 | Loss: 0.8851465582847595
Training Epoch: 0 | iteration: 132/262 | Loss: 0.8889871835708618
Training Epoch: 0 | iteration: 133/262 | Loss: 0.8477667570114136
Training Epoch: 0 | iteration: 134/262 | Loss: 0.830331563949585
Training Epoch: 0 | iteration: 135/262 | Loss: 0.8557940721511841
Training Epoch: 0 | iteration: 136/262 | Loss: 0.8484972715377808
Training Epoch: 0 | iteration: 137/262 | Loss: 0.8301477432250977
Training Epoch: 0 | iteration: 138/262 | Loss: 0.9417723417282104
Training Epoch: 0 | iteration: 139/262 | Loss: 0.985910177230835
Training Epoch: 0 | iteration: 140/262 | Loss: 0.9267256259918213
Training Epoch: 0 | iteration: 141/262 | Loss: 0.9437690377235413
Training Epoch: 0 | iteration: 142/262 | Loss: 0.8699827194213867
Training Epoch: 0 | iteration: 143/262 | Loss: 0.7894067764282227
Training Epoch: 0 | iteration: 144/262 | Loss: 0.8936981558799744
Training Epoch: 0 | iteration: 145/262 | Loss: 0.8151739239692688
Training Epoch: 0 | iteration: 146/262 | Loss: 0.9225502014160156
Training Epoch: 0 | iteration: 147/262 | Loss: 0.8341405987739563
Training Epoch: 0 | iteration: 148/262 | Loss: 0.8102267980575562
Training Epoch: 0 | iteration: 149/262 | Loss: 0.8705909848213196
Training Epoch: 0 | iteration: 150/262 | Loss: 0.9236429929733276
Training Epoch: 0 | iteration: 151/262 | Loss: 0.8435876369476318
Training Epoch: 0 | iteration: 152/262 | Loss: 0.937532901763916
Training Epoch: 0 | iteration: 153/262 | Loss: 0.8402842283248901
Training Epoch: 0 | iteration: 154/262 | Loss: 0.8199074268341064
Training Epoch: 0 | iteration: 155/262 | Loss: 0.7948964238166809
Training Epoch: 0 | iteration: 156/262 | Loss: 0.8299134969711304
Training Epoch: 0 | iteration: 157/262 | Loss: 0.8611854314804077
Training Epoch: 0 | iteration: 158/262 | Loss: 0.8145933151245117
Training Epoch: 0 | iteration: 159/262 | Loss: 0.8339106440544128
Training Epoch: 0 | iteration: 160/262 | Loss: 0.8697526454925537
Training Epoch: 0 | iteration: 161/262 | Loss: 0.9345539808273315
Training Epoch: 0 | iteration: 162/262 | Loss: 0.7545996308326721
Training Epoch: 0 | iteration: 163/262 | Loss: 0.7884421944618225
Training Epoch: 0 | iteration: 164/262 | Loss: 0.7277913689613342
Training Epoch: 0 | iteration: 165/262 | Loss: 0.8082101941108704
Training Epoch: 0 | iteration: 166/262 | Loss: 0.9040956497192383
Training Epoch: 0 | iteration: 167/262 | Loss: 0.8039641380310059
Training Epoch: 0 | iteration: 168/262 | Loss: 0.8454896211624146
Training Epoch: 0 | iteration: 169/262 | Loss: 0.8781988620758057
Training Epoch: 0 | iteration: 170/262 | Loss: 0.8206193447113037
Training Epoch: 0 | iteration: 171/262 | Loss: 0.8892490863800049
Training Epoch: 0 | iteration: 172/262 | Loss: 0.7493762373924255
Training Epoch: 0 | iteration: 173/262 | Loss: 0.9364181756973267
Training Epoch: 0 | iteration: 174/262 | Loss: 0.8675311803817749
Training Epoch: 0 | iteration: 175/262 | Loss: 0.9408718347549438
Training Epoch: 0 | iteration: 176/262 | Loss: 0.8266072273254395
Training Epoch: 0 | iteration: 177/262 | Loss: 0.8524360656738281
Training Epoch: 0 | iteration: 178/262 | Loss: 0.8782706260681152
Training Epoch: 0 | iteration: 179/262 | Loss: 0.7794604897499084
Training Epoch: 0 | iteration: 180/262 | Loss: 0.8033684492111206
Training Epoch: 0 | iteration: 181/262 | Loss: 0.8406165838241577
Training Epoch: 0 | iteration: 182/262 | Loss: 0.8566548824310303
Training Epoch: 0 | iteration: 183/262 | Loss: 0.8608055114746094
Training Epoch: 0 | iteration: 184/262 | Loss: 0.9123754501342773
Training Epoch: 0 | iteration: 185/262 | Loss: 0.8671053051948547
Training Epoch: 0 | iteration: 186/262 | Loss: 0.7893699407577515
Training Epoch: 0 | iteration: 187/262 | Loss: 0.772700309753418
Training Epoch: 0 | iteration: 188/262 | Loss: 0.8267720937728882
Training Epoch: 0 | iteration: 189/262 | Loss: 0.8899523019790649
Training Epoch: 0 | iteration: 190/262 | Loss: 0.8772594928741455
Training Epoch: 0 | iteration: 191/262 | Loss: 0.8027765154838562
Training Epoch: 0 | iteration: 192/262 | Loss: 0.8484572172164917
Training Epoch: 0 | iteration: 193/262 | Loss: 0.917510986328125
Training Epoch: 0 | iteration: 194/262 | Loss: 0.8496725559234619
Training Epoch: 0 | iteration: 195/262 | Loss: 0.9098235368728638
Training Epoch: 0 | iteration: 196/262 | Loss: 0.8193007707595825
Training Epoch: 0 | iteration: 197/262 | Loss: 0.8258392214775085
Training Epoch: 0 | iteration: 198/262 | Loss: 0.8531776666641235
Training Epoch: 0 | iteration: 199/262 | Loss: 0.865239143371582
Training Epoch: 0 | iteration: 200/262 | Loss: 0.8280548453330994
Training Epoch: 0 | iteration: 201/262 | Loss: 0.7923955917358398
Training Epoch: 0 | iteration: 202/262 | Loss: 0.8407907485961914
Training Epoch: 0 | iteration: 203/262 | Loss: 0.7957364916801453
Training Epoch: 0 | iteration: 204/262 | Loss: 0.889847457408905
Training Epoch: 0 | iteration: 205/262 | Loss: 0.9169673919677734
Training Epoch: 0 | iteration: 206/262 | Loss: 0.8565222024917603
Training Epoch: 0 | iteration: 207/262 | Loss: 0.9786195755004883
Training Epoch: 0 | iteration: 208/262 | Loss: 0.8207329511642456
Training Epoch: 0 | iteration: 209/262 | Loss: 0.808684229850769
Training Epoch: 0 | iteration: 210/262 | Loss: 0.9541152119636536
Training Epoch: 0 | iteration: 211/262 | Loss: 0.8886200189590454
Training Epoch: 0 | iteration: 212/262 | Loss: 0.7817436456680298
Training Epoch: 0 | iteration: 213/262 | Loss: 0.9575360417366028
Training Epoch: 0 | iteration: 214/262 | Loss: 0.8671302199363708
Training Epoch: 0 | iteration: 215/262 | Loss: 0.8601583242416382
Training Epoch: 0 | iteration: 216/262 | Loss: 0.8995605707168579
Training Epoch: 0 | iteration: 217/262 | Loss: 0.9038635492324829
Training Epoch: 0 | iteration: 218/262 | Loss: 0.8901523947715759
Training Epoch: 0 | iteration: 219/262 | Loss: 0.8868478536605835
Training Epoch: 0 | iteration: 220/262 | Loss: 0.7910019159317017
Training Epoch: 0 | iteration: 221/262 | Loss: 0.8559907674789429
Training Epoch: 0 | iteration: 222/262 | Loss: 0.9039816856384277
Training Epoch: 0 | iteration: 223/262 | Loss: 0.8343915939331055
Training Epoch: 0 | iteration: 224/262 | Loss: 0.9448286294937134
Training Epoch: 0 | iteration: 225/262 | Loss: 0.7515181303024292
Training Epoch: 0 | iteration: 226/262 | Loss: 0.7807849049568176
Training Epoch: 0 | iteration: 227/262 | Loss: 0.864105761051178
Training Epoch: 0 | iteration: 228/262 | Loss: 0.8515332341194153
Training Epoch: 0 | iteration: 229/262 | Loss: 0.8539983034133911
Training Epoch: 0 | iteration: 230/262 | Loss: 0.9368197917938232
Training Epoch: 0 | iteration: 231/262 | Loss: 0.890518069267273
Training Epoch: 0 | iteration: 232/262 | Loss: 0.9363836050033569
Training Epoch: 0 | iteration: 233/262 | Loss: 0.8345407247543335
Training Epoch: 0 | iteration: 234/262 | Loss: 0.8813055157661438
Training Epoch: 0 | iteration: 235/262 | Loss: 0.8808707594871521
Training Epoch: 0 | iteration: 236/262 | Loss: 0.7725468873977661
Training Epoch: 0 | iteration: 237/262 | Loss: 0.870604395866394
Training Epoch: 0 | iteration: 238/262 | Loss: 0.8145134449005127
Training Epoch: 0 | iteration: 239/262 | Loss: 0.8121696710586548
Training Epoch: 0 | iteration: 240/262 | Loss: 0.7636162042617798
Training Epoch: 0 | iteration: 241/262 | Loss: 0.8474869728088379
Training Epoch: 0 | iteration: 242/262 | Loss: 0.8036525249481201
Training Epoch: 0 | iteration: 243/262 | Loss: 0.8223621845245361
Training Epoch: 0 | iteration: 244/262 | Loss: 0.8129746913909912
Training Epoch: 0 | iteration: 245/262 | Loss: 0.9137758016586304
Training Epoch: 0 | iteration: 246/262 | Loss: 0.7793003916740417
Training Epoch: 0 | iteration: 247/262 | Loss: 0.8511016964912415
Training Epoch: 0 | iteration: 248/262 | Loss: 0.8381954431533813
Training Epoch: 0 | iteration: 249/262 | Loss: 0.9036209583282471
Training Epoch: 0 | iteration: 250/262 | Loss: 0.9435613751411438
Training Epoch: 0 | iteration: 251/262 | Loss: 0.830460250377655
Training Epoch: 0 | iteration: 252/262 | Loss: 0.8610146045684814
Training Epoch: 0 | iteration: 253/262 | Loss: 0.849233865737915
Training Epoch: 0 | iteration: 254/262 | Loss: 0.8311634063720703
Training Epoch: 0 | iteration: 255/262 | Loss: 0.8080418109893799
Training Epoch: 0 | iteration: 256/262 | Loss: 0.8691425919532776
Training Epoch: 0 | iteration: 257/262 | Loss: 0.7408237457275391
Training Epoch: 0 | iteration: 258/262 | Loss: 0.8578744530677795
Training Epoch: 0 | iteration: 259/262 | Loss: 0.942950963973999
Training Epoch: 0 | iteration: 260/262 | Loss: 0.9066576361656189
Training Epoch: 0 | iteration: 261/262 | Loss: 0.8033927083015442
Validating Epoch: 0 | iteration: 0/66 | Loss: 0.7641960978507996
Validating Epoch: 0 | iteration: 1/66 | Loss: 0.7325785160064697
Validating Epoch: 0 | iteration: 2/66 | Loss: 0.739876389503479
Validating Epoch: 0 | iteration: 3/66 | Loss: 0.6946752071380615
Validating Epoch: 0 | iteration: 4/66 | Loss: 0.6597291231155396
Validating Epoch: 0 | iteration: 5/66 | Loss: 0.6909870505332947
Validating Epoch: 0 | iteration: 6/66 | Loss: 0.7340924143791199
Validating Epoch: 0 | iteration: 7/66 | Loss: 0.6899427175521851
Validating Epoch: 0 | iteration: 8/66 | Loss: 0.8341760039329529
Validating Epoch: 0 | iteration: 9/66 | Loss: 0.7659525275230408
Validating Epoch: 0 | iteration: 10/66 | Loss: 0.7379174828529358
Validating Epoch: 0 | iteration: 11/66 | Loss: 0.735431432723999
Validating Epoch: 0 | iteration: 12/66 | Loss: 0.6861017346382141
Validating Epoch: 0 | iteration: 13/66 | Loss: 0.6943552494049072
Validating Epoch: 0 | iteration: 14/66 | Loss: 0.6976581811904907
Validating Epoch: 0 | iteration: 15/66 | Loss: 0.7166599631309509
Validating Epoch: 0 | iteration: 16/66 | Loss: 0.6472290754318237
Validating Epoch: 0 | iteration: 17/66 | Loss: 0.7012767791748047
Validating Epoch: 0 | iteration: 18/66 | Loss: 0.6851094365119934
Validating Epoch: 0 | iteration: 19/66 | Loss: 0.8265683650970459
Validating Epoch: 0 | iteration: 20/66 | Loss: 0.7220665216445923
Validating Epoch: 0 | iteration: 21/66 | Loss: 0.7018671035766602
Validating Epoch: 0 | iteration: 22/66 | Loss: 0.6465185880661011
Validating Epoch: 0 | iteration: 23/66 | Loss: 0.7072721123695374
Validating Epoch: 0 | iteration: 24/66 | Loss: 0.6695988774299622
Validating Epoch: 0 | iteration: 25/66 | Loss: 0.7032209038734436
Validating Epoch: 0 | iteration: 26/66 | Loss: 0.7740695476531982
Validating Epoch: 0 | iteration: 27/66 | Loss: 0.7250996828079224
Validating Epoch: 0 | iteration: 28/66 | Loss: 0.7110564112663269
Validating Epoch: 0 | iteration: 29/66 | Loss: 0.670850396156311
Validating Epoch: 0 | iteration: 30/66 | Loss: 0.6882508993148804
Validating Epoch: 0 | iteration: 31/66 | Loss: 0.6922330856323242
Validating Epoch: 0 | iteration: 32/66 | Loss: 0.7274662256240845
Validating Epoch: 0 | iteration: 33/66 | Loss: 0.7205244898796082
Validating Epoch: 0 | iteration: 34/66 | Loss: 0.6738358736038208
Validating Epoch: 0 | iteration: 35/66 | Loss: 0.6839907169342041
Validating Epoch: 0 | iteration: 36/66 | Loss: 0.6936450600624084
Validating Epoch: 0 | iteration: 37/66 | Loss: 0.683907151222229
Validating Epoch: 0 | iteration: 38/66 | Loss: 0.6970847845077515
Validating Epoch: 0 | iteration: 39/66 | Loss: 0.7147085666656494
Validating Epoch: 0 | iteration: 40/66 | Loss: 0.6778548955917358
Validating Epoch: 0 | iteration: 41/66 | Loss: 0.7466016411781311
Validating Epoch: 0 | iteration: 42/66 | Loss: 0.7322887182235718
Validating Epoch: 0 | iteration: 43/66 | Loss: 0.6996190547943115
Validating Epoch: 0 | iteration: 44/66 | Loss: 0.7066519856452942
Validating Epoch: 0 | iteration: 45/66 | Loss: 0.7093231678009033
Validating Epoch: 0 | iteration: 46/66 | Loss: 0.7291143536567688
Validating Epoch: 0 | iteration: 47/66 | Loss: 0.7397773861885071
Validating Epoch: 0 | iteration: 48/66 | Loss: 0.7431771755218506
Validating Epoch: 0 | iteration: 49/66 | Loss: 0.6743093729019165
Validating Epoch: 0 | iteration: 50/66 | Loss: 0.7464070916175842
Validating Epoch: 0 | iteration: 51/66 | Loss: 0.7166440486907959
Validating Epoch: 0 | iteration: 52/66 | Loss: 0.7085810899734497
Validating Epoch: 0 | iteration: 53/66 | Loss: 0.7177305221557617
Validating Epoch: 0 | iteration: 54/66 | Loss: 0.7772795557975769
Validating Epoch: 0 | iteration: 55/66 | Loss: 0.756432294845581
