Starting ...
cuda
Model properties:  ['affinity']
Preference properties:  ['affinity']
Building Vocab
{'batch_size': 128, 'd_model': 512, 'n_heads': 8, 'n_layers': 6, 'hidden_units': 512, 'lr': 1e-05, 'epochs': 265, 'properties': ['affinity', 'logps', 'qeds', 'sas', 'tpsas'], 'model_properties': ['affinity'], 'run_name': 'LCK_DOCKSTRING_FAST_ACTUAL_affinity'}
length of preference data : 41795
Sample preference_data[0]: ['O1C(C(=O)N2CCN(CC2)C3=CC=C(N(=O)=O)C=C3)=C(C=4C1=CC=CC4)C', array([0.47959185, 0.53255087, 0.54797947, 0.15855041, 0.16055913]), [np.str_('O1C(=NC2=C(C1=O)C=CC=C2)C3=C(C(=O)NCCC4=CC=CC=C4)C=CC(OC)=C3'), np.float64(0.9873459430403937), array([0.52040816, 0.54211667, 0.55725834, 0.15815913, 0.16377715])], [np.str_('O1C(=NC2=C(C1=O)C=CC=C2)C3=CC(OC(=O)C=4C=CC=CC4)=C(OC)C=C3'), np.float64(0.9574398041990725), array([0.43877551, 0.55263869, 0.41284505, 0.14420153, 0.15814562])]]
LCK_DOCKSTRING_FAST_ACTUAL_affinity
len(target_smiles): 41800
len(data): 41800
LCK_DOCKSTRING_FAST_ACTUAL_affinity
Loading affinity-only preference data from: ../checkpoints/LCK_DOCKSTRING_FAST_ACTUAL_affinity_logps_qeds_sas_tpsas/PreferenceData_affinity.pkl
dataset built
cuda
True
2.7.1+cu118
No of GPUs available 4
No of GPUs available 4
{'batch_size': 128, 'd_model': 512, 'n_heads': 8, 'n_layers': 6, 'hidden_units': 512, 'lr': 1e-05, 'epochs': 10, 'model_properties': ['affinity'], 'preference_properties': ['affinity'], 'ipo': False, 'run_name': 'DPO_Finetuning_BETA_0.11_epochs_10_LCK_DOCKSTRING_FAST_ACTUAL_affinity_DPO_pref_affinity', 'beta': 0.11}
Temperature:  0.5
Sampling: iteration: 0/51
{'Validity': 0.9970703125, 'Novelty': 1.0, 'Uniqueness': 0.9853085210577864}
Training Epoch: 0 | iteration: 0/262 | Loss: 0.7237588763237
Training Epoch: 0 | iteration: 1/262 | Loss: 0.7543302774429321
Training Epoch: 0 | iteration: 2/262 | Loss: 0.7415329813957214
Training Epoch: 0 | iteration: 3/262 | Loss: 0.7484872341156006
Training Epoch: 0 | iteration: 4/262 | Loss: 0.7799607515335083
Training Epoch: 0 | iteration: 5/262 | Loss: 0.7683947086334229
Training Epoch: 0 | iteration: 6/262 | Loss: 0.7879124879837036
Training Epoch: 0 | iteration: 7/262 | Loss: 0.741384744644165
Training Epoch: 0 | iteration: 8/262 | Loss: 0.7633590698242188
Training Epoch: 0 | iteration: 9/262 | Loss: 0.7439501285552979
Training Epoch: 0 | iteration: 10/262 | Loss: 0.784347653388977
Training Epoch: 0 | iteration: 11/262 | Loss: 0.7916355133056641
Training Epoch: 0 | iteration: 12/262 | Loss: 0.7108865976333618
Training Epoch: 0 | iteration: 13/262 | Loss: 0.7500659227371216
Training Epoch: 0 | iteration: 14/262 | Loss: 0.7561415433883667
Training Epoch: 0 | iteration: 15/262 | Loss: 0.761176586151123
Training Epoch: 0 | iteration: 16/262 | Loss: 0.7342932224273682
Training Epoch: 0 | iteration: 17/262 | Loss: 0.7382925748825073
Training Epoch: 0 | iteration: 18/262 | Loss: 0.7713278532028198
Training Epoch: 0 | iteration: 19/262 | Loss: 0.7480833530426025
Training Epoch: 0 | iteration: 20/262 | Loss: 0.7146312594413757
Training Epoch: 0 | iteration: 21/262 | Loss: 0.755408525466919
Training Epoch: 0 | iteration: 22/262 | Loss: 0.7808201909065247
Training Epoch: 0 | iteration: 75/262 | Loss: 0.7163534164428711
Training Epoch: 0 | iteration: 76/262 | Loss: 0.7271071076393127
Training Epoch: 0 | iteration: 77/262 | Loss: 0.7182638645172119
Training Epoch: 0 | iteration: 78/262 | Loss: 0.7238596677780151
Training Epoch: 0 | iteration: 79/262 | Loss: 0.7427494525909424
Training Epoch: 0 | iteration: 80/262 | Loss: 0.7306325435638428
Training Epoch: 0 | iteration: 81/262 | Loss: 0.7583591938018799
Training Epoch: 0 | iteration: 82/262 | Loss: 0.7409260869026184
Training Epoch: 0 | iteration: 83/262 | Loss: 0.7296961545944214
Training Epoch: 0 | iteration: 84/262 | Loss: 0.6824065446853638
Training Epoch: 0 | iteration: 85/262 | Loss: 0.6935290098190308
Training Epoch: 0 | iteration: 86/262 | Loss: 0.7327805161476135
Training Epoch: 0 | iteration: 87/262 | Loss: 0.772075355052948
Training Epoch: 0 | iteration: 88/262 | Loss: 0.6860598921775818
Training Epoch: 0 | iteration: 89/262 | Loss: 0.7278075218200684
Training Epoch: 0 | iteration: 90/262 | Loss: 0.729729175567627
Training Epoch: 0 | iteration: 91/262 | Loss: 0.7043052315711975
Training Epoch: 0 | iteration: 92/262 | Loss: 0.7263129949569702
Training Epoch: 0 | iteration: 93/262 | Loss: 0.7486242055892944
Training Epoch: 0 | iteration: 94/262 | Loss: 0.684390664100647
Training Epoch: 0 | iteration: 95/262 | Loss: 0.7886718511581421
Training Epoch: 0 | iteration: 96/262 | Loss: 0.7078042030334473
Training Epoch: 0 | iteration: 97/262 | Loss: 0.7497522830963135
Training Epoch: 0 | iteration: 98/262 | Loss: 0.7440430521965027
Training Epoch: 0 | iteration: 99/262 | Loss: 0.7443720698356628
Training Epoch: 0 | iteration: 100/262 | Loss: 0.7191101908683777
Training Epoch: 0 | iteration: 101/262 | Loss: 0.715847909450531
Training Epoch: 0 | iteration: 102/262 | Loss: 0.7398018836975098
Training Epoch: 0 | iteration: 103/262 | Loss: 0.7253519892692566
Training Epoch: 0 | iteration: 104/262 | Loss: 0.7251923084259033
Training Epoch: 0 | iteration: 105/262 | Loss: 0.6896105408668518
Training Epoch: 0 | iteration: 106/262 | Loss: 0.7184774875640869
Training Epoch: 0 | iteration: 107/262 | Loss: 0.7205591201782227
Training Epoch: 0 | iteration: 108/262 | Loss: 0.7720233201980591
Training Epoch: 0 | iteration: 109/262 | Loss: 0.6720431447029114
Training Epoch: 0 | iteration: 110/262 | Loss: 0.7296179533004761
Training Epoch: 0 | iteration: 111/262 | Loss: 0.7404162287712097
Training Epoch: 0 | iteration: 112/262 | Loss: 0.7372820377349854
Training Epoch: 0 | iteration: 113/262 | Loss: 0.6892108917236328
Training Epoch: 0 | iteration: 114/262 | Loss: 0.6902152299880981
Training Epoch: 0 | iteration: 115/262 | Loss: 0.7230145931243896
Training Epoch: 0 | iteration: 116/262 | Loss: 0.7161588668823242
Training Epoch: 0 | iteration: 117/262 | Loss: 0.7115990519523621
Training Epoch: 0 | iteration: 118/262 | Loss: 0.7003021240234375
Training Epoch: 0 | iteration: 119/262 | Loss: 0.7539877891540527
Training Epoch: 0 | iteration: 120/262 | Loss: 0.6772404909133911
Training Epoch: 0 | iteration: 121/262 | Loss: 0.7322396636009216
Training Epoch: 0 | iteration: 122/262 | Loss: 0.6870899796485901
Training Epoch: 0 | iteration: 123/262 | Loss: 0.7096401453018188
Training Epoch: 0 | iteration: 124/262 | Loss: 0.723121702671051
Training Epoch: 0 | iteration: 125/262 | Loss: 0.7107410430908203
Training Epoch: 0 | iteration: 126/262 | Loss: 0.7199838757514954
Training Epoch: 0 | iteration: 127/262 | Loss: 0.7260118126869202
Training Epoch: 0 | iteration: 128/262 | Loss: 0.7343891263008118
Training Epoch: 0 | iteration: 129/262 | Loss: 0.6980904936790466
Training Epoch: 0 | iteration: 130/262 | Loss: 0.6916235685348511
Training Epoch: 0 | iteration: 131/262 | Loss: 0.7758914828300476
Training Epoch: 0 | iteration: 132/262 | Loss: 0.696905255317688
Training Epoch: 0 | iteration: 133/262 | Loss: 0.7408055067062378
Training Epoch: 0 | iteration: 134/262 | Loss: 0.703708291053772
Training Epoch: 0 | iteration: 135/262 | Loss: 0.6961822509765625
Training Epoch: 0 | iteration: 136/262 | Loss: 0.6853174567222595
Training Epoch: 0 | iteration: 137/262 | Loss: 0.7405529022216797
Training Epoch: 0 | iteration: 138/262 | Loss: 0.6823908090591431
Training Epoch: 0 | iteration: 139/262 | Loss: 0.6969577670097351
Training Epoch: 0 | iteration: 140/262 | Loss: 0.6635399460792542
Training Epoch: 0 | iteration: 141/262 | Loss: 0.7108809947967529
Training Epoch: 0 | iteration: 142/262 | Loss: 0.7034130096435547
Training Epoch: 0 | iteration: 143/262 | Loss: 0.6802242994308472
Training Epoch: 0 | iteration: 144/262 | Loss: 0.6908186674118042
Training Epoch: 0 | iteration: 145/262 | Loss: 0.683924674987793
Training Epoch: 0 | iteration: 146/262 | Loss: 0.7085144519805908
Training Epoch: 0 | iteration: 147/262 | Loss: 0.6992639303207397
Training Epoch: 0 | iteration: 148/262 | Loss: 0.7430417537689209
Training Epoch: 0 | iteration: 149/262 | Loss: 0.7477390766143799
Training Epoch: 0 | iteration: 150/262 | Loss: 0.7146214842796326
Training Epoch: 0 | iteration: 151/262 | Loss: 0.7475067973136902
Training Epoch: 0 | iteration: 152/262 | Loss: 0.7272939682006836
Training Epoch: 0 | iteration: 153/262 | Loss: 0.6995002031326294
Training Epoch: 0 | iteration: 154/262 | Loss: 0.6863781809806824
Training Epoch: 0 | iteration: 155/262 | Loss: 0.723146915435791
Training Epoch: 0 | iteration: 156/262 | Loss: 0.67751145362854
Training Epoch: 0 | iteration: 157/262 | Loss: 0.7230457663536072
Training Epoch: 0 | iteration: 158/262 | Loss: 0.6880773305892944
Training Epoch: 0 | iteration: 159/262 | Loss: 0.686805009841919
Training Epoch: 0 | iteration: 160/262 | Loss: 0.6686176061630249
Training Epoch: 0 | iteration: 161/262 | Loss: 0.6940643191337585
Training Epoch: 0 | iteration: 162/262 | Loss: 0.7231531143188477
Training Epoch: 0 | iteration: 163/262 | Loss: 0.7148436903953552
Training Epoch: 0 | iteration: 164/262 | Loss: 0.7254761457443237
Training Epoch: 0 | iteration: 165/262 | Loss: 0.7467894554138184
Training Epoch: 0 | iteration: 166/262 | Loss: 0.6863540410995483
Training Epoch: 0 | iteration: 167/262 | Loss: 0.7556489109992981
Training Epoch: 0 | iteration: 168/262 | Loss: 0.7786380648612976
Training Epoch: 0 | iteration: 169/262 | Loss: 0.6898579597473145
Training Epoch: 0 | iteration: 170/262 | Loss: 0.7782694101333618
Training Epoch: 0 | iteration: 171/262 | Loss: 0.7042982578277588
Training Epoch: 0 | iteration: 172/262 | Loss: 0.6802082061767578
Training Epoch: 0 | iteration: 173/262 | Loss: 0.7150442004203796
Training Epoch: 0 | iteration: 174/262 | Loss: 0.6833853721618652
Training Epoch: 0 | iteration: 175/262 | Loss: 0.7584697008132935
Training Epoch: 0 | iteration: 176/262 | Loss: 0.7449617981910706
Training Epoch: 0 | iteration: 177/262 | Loss: 0.6983997225761414
Training Epoch: 0 | iteration: 178/262 | Loss: 0.6820002794265747
Training Epoch: 0 | iteration: 179/262 | Loss: 0.7141545414924622
Training Epoch: 0 | iteration: 180/262 | Loss: 0.7216446399688721
Training Epoch: 0 | iteration: 181/262 | Loss: 0.7265056371688843
Training Epoch: 0 | iteration: 182/262 | Loss: 0.6932034492492676
Training Epoch: 0 | iteration: 183/262 | Loss: 0.7493210434913635
Training Epoch: 0 | iteration: 184/262 | Loss: 0.739266037940979
Training Epoch: 0 | iteration: 185/262 | Loss: 0.7354038953781128
Training Epoch: 0 | iteration: 186/262 | Loss: 0.699068009853363
Training Epoch: 0 | iteration: 187/262 | Loss: 0.7331655025482178
Training Epoch: 0 | iteration: 188/262 | Loss: 0.7461821436882019
Training Epoch: 0 | iteration: 189/262 | Loss: 0.7529224157333374
Training Epoch: 0 | iteration: 190/262 | Loss: 0.6735534071922302
Training Epoch: 0 | iteration: 191/262 | Loss: 0.7034308910369873
Training Epoch: 0 | iteration: 192/262 | Loss: 0.729902982711792
Training Epoch: 0 | iteration: 193/262 | Loss: 0.7260117530822754
Training Epoch: 0 | iteration: 194/262 | Loss: 0.7021075487136841
Training Epoch: 0 | iteration: 195/262 | Loss: 0.7059179544448853
Training Epoch: 0 | iteration: 196/262 | Loss: 0.7386383414268494
Training Epoch: 0 | iteration: 197/262 | Loss: 0.6361619234085083
Training Epoch: 0 | iteration: 198/262 | Loss: 0.7319457530975342
Training Epoch: 0 | iteration: 199/262 | Loss: 0.7575638294219971
Training Epoch: 0 | iteration: 200/262 | Loss: 0.7029738426208496
Training Epoch: 0 | iteration: 201/262 | Loss: 0.6467635631561279
Training Epoch: 0 | iteration: 202/262 | Loss: 0.6366679072380066
Training Epoch: 0 | iteration: 203/262 | Loss: 0.671290397644043
Training Epoch: 0 | iteration: 204/262 | Loss: 0.746622622013092
Training Epoch: 0 | iteration: 205/262 | Loss: 0.7245993614196777
Training Epoch: 0 | iteration: 206/262 | Loss: 0.6902257204055786
Training Epoch: 0 | iteration: 207/262 | Loss: 0.754826545715332
Training Epoch: 0 | iteration: 208/262 | Loss: 0.699650764465332
Training Epoch: 0 | iteration: 209/262 | Loss: 0.6933283805847168
Training Epoch: 0 | iteration: 210/262 | Loss: 0.6746973991394043
Training Epoch: 0 | iteration: 211/262 | Loss: 0.6893348693847656
Training Epoch: 0 | iteration: 212/262 | Loss: 0.6722411513328552
Training Epoch: 0 | iteration: 213/262 | Loss: 0.7277597188949585
Training Epoch: 0 | iteration: 214/262 | Loss: 0.7028579711914062
Training Epoch: 0 | iteration: 215/262 | Loss: 0.732097864151001
Training Epoch: 0 | iteration: 216/262 | Loss: 0.7078072428703308
Training Epoch: 0 | iteration: 217/262 | Loss: 0.7027499079704285
Training Epoch: 0 | iteration: 218/262 | Loss: 0.7368970513343811
Training Epoch: 0 | iteration: 219/262 | Loss: 0.7183607816696167
Training Epoch: 0 | iteration: 220/262 | Loss: 0.6825757026672363
Training Epoch: 0 | iteration: 221/262 | Loss: 0.67765212059021
Training Epoch: 0 | iteration: 222/262 | Loss: 0.6977653503417969
Training Epoch: 0 | iteration: 223/262 | Loss: 0.7035138607025146
Training Epoch: 0 | iteration: 224/262 | Loss: 0.7265782356262207
Training Epoch: 0 | iteration: 225/262 | Loss: 0.7253919839859009
Training Epoch: 0 | iteration: 226/262 | Loss: 0.7339388132095337
Training Epoch: 0 | iteration: 227/262 | Loss: 0.7153566479682922
Training Epoch: 0 | iteration: 228/262 | Loss: 0.6876567602157593
Training Epoch: 0 | iteration: 229/262 | Loss: 0.7215198874473572
Training Epoch: 0 | iteration: 230/262 | Loss: 0.695702314376831
Training Epoch: 0 | iteration: 231/262 | Loss: 0.676504373550415
Training Epoch: 0 | iteration: 232/262 | Loss: 0.7043431401252747
Training Epoch: 0 | iteration: 233/262 | Loss: 0.662580668926239
Training Epoch: 0 | iteration: 234/262 | Loss: 0.7144030928611755
Training Epoch: 0 | iteration: 235/262 | Loss: 0.7695555686950684
Training Epoch: 0 | iteration: 236/262 | Loss: 0.734392523765564
Training Epoch: 0 | iteration: 237/262 | Loss: 0.6987228393554688
Training Epoch: 0 | iteration: 238/262 | Loss: 0.6758308410644531
Training Epoch: 0 | iteration: 239/262 | Loss: 0.7145246267318726
Training Epoch: 0 | iteration: 240/262 | Loss: 0.7287676334381104
Training Epoch: 0 | iteration: 241/262 | Loss: 0.6973894238471985
Training Epoch: 0 | iteration: 242/262 | Loss: 0.661603569984436
Training Epoch: 0 | iteration: 243/262 | Loss: 0.6690797209739685
Training Epoch: 0 | iteration: 244/262 | Loss: 0.7021799087524414
Training Epoch: 0 | iteration: 245/262 | Loss: 0.7264533042907715
Training Epoch: 0 | iteration: 246/262 | Loss: 0.6970067620277405
Training Epoch: 0 | iteration: 247/262 | Loss: 0.6966434717178345
Training Epoch: 0 | iteration: 248/262 | Loss: 0.6600055694580078
Training Epoch: 0 | iteration: 249/262 | Loss: 0.7067117691040039
Training Epoch: 0 | iteration: 250/262 | Loss: 0.7836504578590393
Training Epoch: 0 | iteration: 251/262 | Loss: 0.6636581420898438
Training Epoch: 0 | iteration: 252/262 | Loss: 0.6609833240509033
Training Epoch: 0 | iteration: 253/262 | Loss: 0.685749888420105
Training Epoch: 0 | iteration: 254/262 | Loss: 0.6973538994789124
Training Epoch: 0 | iteration: 255/262 | Loss: 0.7850238084793091
Training Epoch: 0 | iteration: 256/262 | Loss: 0.6999480724334717
Training Epoch: 0 | iteration: 257/262 | Loss: 0.6515754461288452
Training Epoch: 0 | iteration: 258/262 | Loss: 0.6578468084335327
Training Epoch: 0 | iteration: 259/262 | Loss: 0.7094893455505371
Training Epoch: 0 | iteration: 260/262 | Loss: 0.7306774854660034
Training Epoch: 0 | iteration: 261/262 | Loss: 0.7666128873825073
Validating Epoch: 0 | iteration: 0/66 | Loss: 0.6068787574768066
Validating Epoch: 0 | iteration: 1/66 | Loss: 0.6169365048408508
Validating Epoch: 0 | iteration: 2/66 | Loss: 0.6024665832519531
Validating Epoch: 0 | iteration: 3/66 | Loss: 0.6425221562385559
Validating Epoch: 0 | iteration: 4/66 | Loss: 0.616572380065918
Validating Epoch: 0 | iteration: 5/66 | Loss: 0.6342002153396606
Validating Epoch: 0 | iteration: 6/66 | Loss: 0.6228803396224976
Validating Epoch: 0 | iteration: 7/66 | Loss: 0.6216667294502258
Validating Epoch: 0 | iteration: 8/66 | Loss: 0.6364265084266663
Validating Epoch: 0 | iteration: 9/66 | Loss: 0.630604088306427
Validating Epoch: 0 | iteration: 10/66 | Loss: 0.6296812295913696
Validating Epoch: 0 | iteration: 11/66 | Loss: 0.6179696321487427
Validating Epoch: 0 | iteration: 12/66 | Loss: 0.6398659348487854
Validating Epoch: 0 | iteration: 13/66 | Loss: 0.6308980584144592
Validating Epoch: 0 | iteration: 14/66 | Loss: 0.6289557218551636
Validating Epoch: 0 | iteration: 15/66 | Loss: 0.6502505540847778
Validating Epoch: 0 | iteration: 16/66 | Loss: 0.6381836533546448
Validating Epoch: 0 | iteration: 17/66 | Loss: 0.6565592288970947
Validating Epoch: 0 | iteration: 18/66 | Loss: 0.6105799674987793
Validating Epoch: 0 | iteration: 19/66 | Loss: 0.6107653379440308
Validating Epoch: 0 | iteration: 20/66 | Loss: 0.6080684661865234
Validating Epoch: 0 | iteration: 21/66 | Loss: 0.6101772785186768
Validating Epoch: 0 | iteration: 22/66 | Loss: 0.6317230463027954
Validating Epoch: 0 | iteration: 23/66 | Loss: 0.6182987689971924
Validating Epoch: 0 | iteration: 24/66 | Loss: 0.6218674778938293
Validating Epoch: 0 | iteration: 25/66 | Loss: 0.604521632194519
Validating Epoch: 0 | iteration: 26/66 | Loss: 0.6231514811515808
Validating Epoch: 0 | iteration: 27/66 | Loss: 0.6383863687515259
Validating Epoch: 0 | iteration: 28/66 | Loss: 0.6316711902618408
Validating Epoch: 0 | iteration: 29/66 | Loss: 0.6202373504638672
Validating Epoch: 0 | iteration: 30/66 | Loss: 0.6243556141853333
Validating Epoch: 0 | iteration: 31/66 | Loss: 0.5995626449584961
Validating Epoch: 0 | iteration: 32/66 | Loss: 0.5996518135070801
Validating Epoch: 0 | iteration: 33/66 | Loss: 0.6483056545257568
Validating Epoch: 0 | iteration: 34/66 | Loss: 0.6388974785804749
Validating Epoch: 0 | iteration: 35/66 | Loss: 0.6219244599342346
Validating Epoch: 0 | iteration: 36/66 | Loss: 0.6177467107772827
Validating Epoch: 0 | iteration: 37/66 | Loss: 0.6278555393218994
Validating Epoch: 0 | iteration: 38/66 | Loss: 0.6286138296127319
Validating Epoch: 0 | iteration: 39/66 | Loss: 0.6002203822135925
Validating Epoch: 0 | iteration: 40/66 | Loss: 0.6336526870727539
Validating Epoch: 0 | iteration: 41/66 | Loss: 0.6248814463615417
Validating Epoch: 0 | iteration: 42/66 | Loss: 0.639987587928772
Validating Epoch: 0 | iteration: 43/66 | Loss: 0.6130359768867493
Validating Epoch: 0 | iteration: 44/66 | Loss: 0.5940922498703003
Validating Epoch: 0 | iteration: 45/66 | Loss: 0.6194872856140137
Validating Epoch: 0 | iteration: 46/66 | Loss: 0.6070762872695923
Validating Epoch: 0 | iteration: 47/66 | Loss: 0.6216145157814026
Validating Epoch: 0 | iteration: 48/66 | Loss: 0.6555522680282593
Validating Epoch: 0 | iteration: 49/66 | Loss: 0.6301528215408325
Validating Epoch: 0 | iteration: 50/66 | Loss: 0.6186503171920776
Validating Epoch: 0 | iteration: 51/66 | Loss: 0.6415138244628906
Validating Epoch: 0 | iteration: 52/66 | Loss: 0.6309794187545776
Validating Epoch: 0 | iteration: 53/66 | Loss: 0.6077871322631836
Validating Epoch: 0 | iteration: 54/66 | Loss: 0.5854681730270386
Validating Epoch: 0 | iteration: 55/66 | Loss: 0.6391783952713013
Validating Epoch: 0 | iteration: 56/66 | Loss: 0.6142290830612183
Validating Epoch: 0 | iteration: 57/66 | Loss: 0.6254798173904419
